carat,cut,color,clarity,depth,table,price,x,y,z,clarity_measure,color_measure
0.72,Premium,E,SI1,62.1,58.0,2385,5.72,3.5428050000000004,2.8761009525,2,5
0.72,Ideal,G,SI1,63.0,56.0,2385,5.71,3.5878500000000004,2.92882275,2,3
0.72,Very Good,G,SI1,63.1,57.0,2385,5.71,3.59039,2.934273045,2,3
0.72,Ideal,F,SI1,60.9,53.0,2385,5.83,3.53829,2.852644305,2,4
0.6,Ideal,D,VS2,62.2,53.0,2385,5.43,3.3805700000000005,2.74008727,3,6
0.72,Premium,F,SI1,62.0,60.0,2385,5.77,3.5680999999999994,2.894811,2,4
0.75,Very Good,I,VS1,63.3,57.0,2385,5.82,3.65874,3.00002121,4,1
0.72,Very Good,I,VVS2,62.7,54.0,2386,5.74,3.6177899999999994,2.9336671649999997,5,1
0.7,Premium,E,SI1,61.3,58.0,2386,5.71,3.5400750000000007,2.8351479875,2,5
0.7,Good,E,SI1,63.6,62.0,2386,5.57,3.552060000000001,2.9008150800000005,2,5
0.7,Very Good,E,SI1,62.9,56.0,2386,5.57,3.528690000000001,2.8615380050000003,2,5
0.83,Ideal,F,SI2,59.5,57.0,2386,6.13,3.6384250000000007,2.9061064375,1,4
0.78,Ideal,F,SI2,60.6,55.0,2386,6.0,3.6329700000000003,2.91878991,1,4
0.71,Premium,I,VVS2,61.4,56.0,2386,5.79,3.5427799999999996,2.8651634599999998,5,1
0.71,Premium,G,SI1,61.3,57.0,2386,5.74,3.5124899999999997,2.835888185,2,3
0.71,Ideal,G,SI1,62.4,56.0,2386,5.74,3.5724,2.9054688,2,3
0.7,Premium,G,SI1,63.0,56.0,2386,5.68,3.568950000000001,2.91341925,2,3
0.7,Ideal,I,VVS1,62.8,56.3,2386,5.65,3.56076,2.89217864,6,1
0.81,Ideal,I,SI2,61.7,59.0,2386,5.92,3.67732,2.96077322,1,1
0.71,Ideal,F,SI2,61.6,57.0,2386,5.72,3.532759999999999,2.8498500799999995,1,4
0.71,Premium,G,SI1,61.2,61.0,2386,5.71,3.4792200000000006,2.81190132,2,3
0.71,Ideal,G,SI1,62.2,56.0,2386,5.75,3.5578400000000006,2.89473824,2,3
0.71,Premium,G,SI1,61.7,58.0,2386,5.74,3.532325,2.8605122625,2,3
0.71,Ideal,G,SI1,61.4,57.0,2386,5.76,3.5212899999999987,2.8493560299999996,2,3
0.78,Good,G,SI1,63.9,64.0,2386,5.82,3.6806400000000004,3.0354544800000003,2,3
0.83,Premium,G,SI2,62.9,57.0,2386,5.99,3.7582749999999994,3.0658324875,1,3
0.83,Fair,G,SI2,64.4,57.0,2386,5.93,3.796379999999999,3.1318943599999995,1,3
0.71,Premium,E,SI2,62.2,57.0,2386,5.74,3.5516199999999998,2.88969382,1,5
0.71,Ideal,I,VVS2,62.2,54.0,2387,5.7,3.560949999999999,2.8801554499999997,5,1
0.71,Ideal,I,VVS2,62.0,54.0,2387,5.72,3.5588000000000006,2.876428,5,1
0.78,Premium,I,SI1,61.9,58.0,2387,5.93,3.652100000000001,2.96565995,2,1
0.51,Premium,D,VVS2,62.4,59.0,2387,5.13,3.1792799999999994,2.5924953599999996,5,6
0.52,Ideal,G,VVS1,60.6,57.0,2387,5.21,3.17241,2.53987023,6,3
0.71,Ideal,G,SI2,61.3,55.0,2387,5.76,3.540075,2.8504729875,1,3
0.52,Ideal,G,IF,61.7,56.0,2387,5.19,3.1898899999999992,2.585196065,7,3
0.65,Premium,D,VS1,59.4,62.0,2387,5.72,3.37986,2.7026584199999997,4,6
1.02,Premium,G,I1,61.3,57.0,2387,6.47,3.9293299999999993,3.1873946449999995,0,3
0.51,Premium,D,VVS2,60.8,60.0,2387,5.23,3.1524800000000006,2.54827392,5,6
0.73,Good,E,SI2,63.3,57.0,2388,5.69,3.6112650000000004,2.9438503725000005,1,5
0.71,Ideal,E,SI2,59.3,56.0,2388,5.89,3.477944999999999,2.7775956924999994,1,5
0.52,Ideal,F,VVS1,62.0,54.0,2388,5.16,3.208500000000001,2.5942350000000003,6,4
0.7,Good,D,SI2,63.7,58.0,2388,5.64,3.5799399999999997,2.93655089,1,6
0.71,Premium,G,SI1,62.0,60.0,2388,5.68,3.5092,2.848652,2,3
0.7,Very Good,I,VVS1,58.8,61.0,2389,5.78,3.4104,2.7019775999999998,6,1
0.7,Very Good,H,VS1,62.8,58.0,2389,5.59,3.541920000000001,2.8674228800000003,4,2
0.79,Premium,G,SI1,61.7,60.0,2389,5.93,3.65264,2.95624444,2,3
0.76,Ideal,G,SI2,62.1,59.0,2389,5.81,3.617325,2.9271844125,1,3
0.62,Premium,H,IF,58.9,58.0,2389,5.65,3.3072350000000004,2.6379057075,7,2
0.7,Very Good,I,VVS1,61.6,58.0,2390,5.69,3.5111999999999997,2.8339696,6,1
0.7,Good,I,VS1,63.1,57.0,2390,5.59,3.552530000000001,2.884468215,4,1
0.7,Good,F,SI2,64.1,59.0,2390,5.53,3.5607549999999994,2.9135869774999996,1,4
0.7,Ideal,I,VS2,62.3,54.0,2390,5.67,3.5479850000000006,2.8714023275000002,3,1
0.7,Ideal,I,VS2,62.5,54.0,2390,5.68,3.5593749999999993,2.8873046874999995,3,1
0.71,Good,E,SI2,62.2,56.0,2390,5.63,3.51119,2.84291009,1,5
0.91,Fair,J,SI1,66.3,56.0,2390,5.92,3.9481649999999995,3.2712966974999995,2,0
0.63,Premium,G,VS2,60.4,58.0,2391,5.6,3.3793799999999994,2.7117727599999997,3,3
0.74,Very Good,E,SI2,61.8,60.0,2391,5.78,3.578219999999999,2.8916899799999998,1,5
0.54,Premium,F,IF,61.9,60.0,2391,5.26,3.2404649999999986,2.6308939174999995,7,4
0.77,Premium,G,SI2,61.9,59.0,2391,5.88,3.6273399999999993,2.9425217299999997,1,3
0.54,Good,E,VVS2,57.5,61.0,2391,5.47,3.12225,2.470271875,5,5
0.77,Very Good,I,VS2,63.1,58.0,2391,5.86,3.6471799999999996,2.99951529,3,1
0.65,Ideal,D,VS2,62.7,57.0,2392,5.56,3.4673100000000003,2.830061685,3,6
0.61,Premium,F,VVS2,59.7,58.0,2392,5.56,3.310365,2.6478039525,5,4
1.03,Premium,J,I1,62.8,55.0,2392,6.43,4.03176,3.28499264,0,0
0.72,Very Good,I,VS2,63.3,57.0,2393,5.66,3.60177,2.931350205,3,1
0.73,Very Good,H,SI1,59.5,58.0,2393,5.85,3.4985999999999997,2.7812084999999995,2,2
0.6,Premium,E,VVS2,62.4,61.0,2393,5.36,3.32904,2.71098048,5,5
0.52,Ideal,F,IF,61.7,56.0,2393,5.16,3.18989,2.575941065,7,4
0.73,Premium,I,VS1,60.3,58.0,2393,5.87,3.527549999999999,2.8333613249999994,4,1
0.73,Premium,F,SI2,59.5,62.0,2393,5.89,3.489674999999999,2.7904533124999995,1,4
0.75,Ideal,F,SI2,62.6,55.0,2393,5.86,3.65271,2.97747823,1,4
0.73,Premium,F,SI2,58.3,58.0,2393,5.95,3.4571899999999998,2.7421958849999997,1,4
0.72,Ideal,H,SI2,61.3,56.0,2393,5.77,3.53088,2.85071972,1,2
0.73,Premium,I,VS1,61.2,59.0,2393,5.84,3.5679599999999994,2.87883576,4,1
0.77,Good,H,SI1,63.0,65.0,2393,5.82,3.641400000000001,2.9803410000000006,2,2
0.7,Very Good,H,VS1,61.5,58.0,2394,5.66,3.4993499999999997,2.816500125,4,2
0.7,Very Good,I,VVS2,62.4,61.0,2394,5.6,3.5412,2.8520543999999997,5,1
0.7,Good,E,VS2,63.0,61.0,2394,5.51,3.51225,2.8420087499999998,3,5
0.7,Premium,G,SI1,61.4,60.0,2394,5.69,3.509010000000001,2.8240960700000004,2,3
0.7,Ideal,G,SI1,60.9,57.0,2394,5.77,3.520019999999999,2.8288110899999994,2,3
0.7,Good,I,VVS2,63.4,59.0,2394,5.57,3.540890000000001,2.8881521300000004,5,1
0.7,Good,I,VVS2,63.3,55.0,2394,5.61,3.57012,2.9055079800000003,5,1
0.7,Good,E,VS2,64.2,60.0,2394,5.58,3.6016199999999987,2.9473000199999997,3,5
0.7,Good,H,VS2,63.4,60.0,2394,5.59,3.5504,2.8975068,3,2
0.7,Premium,H,VS2,60.7,59.0,2394,5.66,3.4416899999999995,2.7623629149999998,3,2
0.7,Premium,E,SI1,59.7,60.0,2394,5.81,3.4625999999999992,2.7678710999999994,2,5
0.7,Good,H,SI1,63.7,57.0,2394,5.58,3.5512750000000004,2.9083110875,2,2
0.7,Very Good,I,VS1,63.2,55.0,2394,5.63,3.5423600000000013,2.8984657600000006,4,1
0.7,Premium,I,VS1,62.4,59.0,2394,5.64,3.4912800000000006,2.8489593600000003,4,1
0.7,Fair,F,SI2,65.1,52.0,2394,5.64,3.648855,3.0235223024999995,1,4
0.75,Premium,F,SI2,60.5,58.0,2394,5.91,3.5604250000000004,2.8648035625,1,4
0.7,Premium,F,SI1,60.1,56.0,2394,5.84,3.491810000000001,2.8042089050000003,2,4
0.79,Very Good,G,SI1,60.9,63.0,2394,5.89,3.5717849999999993,2.8811135324999997,2,3
0.7,Premium,F,SI1,60.8,56.0,2394,5.72,3.4595200000000004,2.79057408,2,4
0.7,Ideal,F,SI2,65.0,53.0,2394,5.61,3.6302499999999993,3.00308125,1,4
0.73,Very Good,E,SI2,62.1,58.0,2395,5.75,3.5893800000000002,2.89987749,1,5
0.73,Very Good,E,SI2,59.3,57.0,2395,5.88,3.5075949999999994,2.7834219174999997,1,5
0.53,Very Good,F,IF,59.6,58.0,2395,5.28,3.1588000000000003,2.5147624,7,4
0.71,Very Good,H,VS2,62.6,59.0,2395,5.66,3.5494199999999996,2.8825484599999998,3,2
0.58,Ideal,F,VVS2,61.8,56.0,2395,5.36,3.3217500000000006,2.68266075,5,4
0.7,Fair,H,VS1,59.6,66.0,2395,5.8,3.4389200000000004,2.75319816,4,2
0.76,Very Good,H,SI1,62.6,58.0,2396,5.76,3.630799999999999,2.9393203999999997,2,2
0.72,Very Good,H,VS2,62.9,58.0,2396,5.7,3.601024999999999,2.9251723624999997,3,2
0.72,Very Good,G,SI1,62.8,60.0,2396,5.78,3.598440000000001,2.9448301600000004,2,3
0.71,Good,F,SI1,66.2,55.0,2396,5.49,3.64762,3.0245522200000003,2,4
0.93,Premium,F,I1,61.3,59.0,2396,6.27,3.8281849999999995,3.0950937025,0,4
0.7,Very Good,E,SI1,59.6,63.0,2396,5.72,3.38826,2.71426148,2,5
1.05,Fair,I,I1,61.8,66.0,2396,6.48,3.970650000000001,3.2292508500000006,0,1
0.7,Premium,E,SI1,61.2,62.0,2396,6.65,3.7882800000000003,3.19411368,2,5
1.21,Fair,I,I1,65.0,58.0,2396,6.65,4.302999999999999,3.559725,0,1
0.7,Premium,E,SI1,61.8,59.0,2396,5.63,3.4608,2.8090572,2,5
0.72,Fair,G,VS1,66.4,57.0,2396,5.6,3.6885200000000005,3.0837886400000003,4,3
0.71,Very Good,F,SI2,63.2,57.0,2397,5.66,3.58976,2.92292416,1,4
0.31,Premium,E,SI1,59.2,60.0,544,4.36,2.598880000000001,2.0598284800000006,2,5
0.31,Good,E,SI1,63.4,55.0,544,4.31,2.738880000000001,2.23449496,2,5
0.31,Very Good,E,SI1,60.1,61.0,544,4.35,2.6293749999999987,2.0973021874999995,2,5
0.31,Very Good,H,VS1,61.4,61.0,544,4.33,2.6678300000000004,2.14833381,4,2
0.31,Very Good,H,VS1,61.7,61.0,544,4.31,2.668525,2.1528749625,4,2
0.31,Ideal,G,VS2,62.4,54.0,544,4.36,2.7299999999999995,2.21208,3,3
0.31,Premium,H,VS1,59.7,58.0,544,4.41,2.6387400000000003,2.10404889,4,2
0.31,Good,H,VS1,63.1,57.0,544,4.31,2.729074999999999,2.2208281624999997,4,2
0.31,Ideal,G,VS2,61.6,54.0,544,4.39,2.7104000000000017,2.1869232000000003,3,3
0.31,Ideal,G,VS2,61.4,57.0,544,4.35,2.701599999999999,2.1648411999999997,3,3
0.31,Ideal,G,VS2,62.2,56.0,544,4.31,2.69015,2.17704665,3,3
0.31,Good,G,VS2,63.1,58.0,544,4.3,2.729074999999999,2.2176731624999997,3,3
0.31,Premium,G,VS2,59.9,59.0,544,4.38,2.6296100000000004,2.099378195,3,3
0.31,Good,E,SI1,63.2,59.0,544,4.24,2.7018000000000004,2.1936088000000002,2,5
0.31,Premium,G,VS2,62.2,59.0,544,4.3,2.69015,2.17393665,3,3
0.31,Ideal,I,VVS2,61.6,57.0,544,4.35,2.6919199999999996,2.1689113599999996,5,1
0.26,Very Good,G,VVS1,61.4,56.0,545,4.13,2.5419599999999996,2.04829172,6,3
0.26,Very Good,G,VVS1,61.2,56.0,545,4.1,2.5183800000000014,2.02522428,6,3
0.26,Very Good,G,VVS1,61.6,56.0,545,4.14,2.559479999999999,2.0634398399999996,6,3
0.26,Very Good,G,VVS1,61.8,57.0,545,4.06,2.52144,2.03366496,6,3
0.35,Very Good,H,VS2,59.8,62.0,545,4.57,2.7508,2.1889192,3,2
0.26,Ideal,G,VVS2,62.0,56.0,545,4.12,2.563699999999999,2.0719469999999998,5,3
0.26,Ideal,G,VVS2,61.4,56.0,545,4.11,2.53275,2.03932425,5,3
0.26,Ideal,G,VVS2,62.3,56.0,545,4.07,2.544954999999999,2.0605584825,5,3
0.26,Ideal,H,VVS1,62.2,55.0,545,4.09,2.5502000000000002,2.0651022,6,2
0.3,Ideal,G,VS2,61.8,54.0,545,4.34,2.691390000000001,2.17269951,3,3
0.3,Ideal,G,VS2,62.3,58.0,545,4.26,2.6602099999999984,2.1556454149999995,3,3
0.3,Ideal,G,VS2,62.0,54.0,545,4.33,2.6907999999999994,2.1764479999999997,3,3
0.3,Ideal,G,VS2,61.2,55.0,545,4.35,2.671380000000001,2.14854228,3,3
0.3,Ideal,G,VS2,61.6,58.0,545,4.27,2.6395599999999995,2.1281444799999996,3,3
0.71,Very Good,E,SI2,62.7,59.0,2397,5.7,3.589574999999999,2.9122817624999997,1,5
0.71,Ideal,I,VS1,61.6,54.7,2397,5.71,3.560479999999999,2.8553078399999996,4,1
0.73,Ideal,I,VS1,60.7,56.0,2397,5.85,3.53881,2.8495038349999997,4,1
0.7,Very Good,I,VVS2,63.1,57.0,2398,5.63,3.5683049999999996,2.9020652275,5,1
0.7,Very Good,I,VS1,62.4,56.0,2398,5.65,3.538079999999999,2.8666809599999996,4,1
0.55,Ideal,G,IF,62.0,55.0,2398,5.25,3.2674000000000003,2.640394,7,3
0.7,Ideal,H,VS2,62.4,56.0,2398,5.63,3.541199999999999,2.8614143999999997,3,2
0.7,Ideal,I,VS1,62.4,56.0,2398,5.66,3.538080000000001,2.86980096,4,1
0.7,Ideal,I,VS1,62.1,57.0,2398,5.69,3.5397000000000007,2.86582185,4,1
0.7,Ideal,F,SI2,62.1,57.0,2398,5.65,3.52107,2.847617235,1,4
0.72,Ideal,E,SI2,62.3,54.0,2398,5.75,3.591595,2.9099068425,1,5
0.72,Ideal,E,SI2,61.9,55.0,2398,5.76,3.5716300000000007,2.888139485,1,5
0.7,Ideal,E,SI2,61.9,57.0,2398,5.66,3.5128249999999994,2.8389893374999997,1,5
0.71,Ideal,E,SI2,61.2,57.0,2398,5.74,3.5373599999999996,2.8388721599999998,1,5
0.67,Good,F,VVS2,63.8,61.0,2398,5.46,3.5089999999999995,2.8611109999999997,5,4
0.72,Premium,H,SI1,62.7,59.0,2398,5.73,3.5801700000000007,2.9187382950000003,2,2
0.71,Premium,H,VS1,62.8,58.0,2398,5.7,3.5701799999999997,2.91083652,4,2
0.72,Premium,H,SI1,62.5,57.0,2398,5.73,3.5625,2.9039062500000004,2,2
0.72,Ideal,H,SI1,58.9,56.0,2398,5.91,3.472154999999999,2.7630446474999997,2,2
0.74,Premium,G,SI2,62.5,56.0,2398,5.81,3.6125,2.94453125,1,3
0.72,Premium,H,SI1,61.5,56.0,2398,5.8,3.5577750000000004,2.8775158125,2,2
0.72,Good,H,SI1,63.7,59.0,2398,5.68,3.6022350000000003,2.9563918475,2,2
0.74,Premium,G,SI2,63.0,56.0,2398,5.77,3.6288,2.960622,1,3
1.0,Fair,G,I1,64.9,56.0,2398,6.2,4.00433,3.3113050850000003,0,3
0.74,Very Good,G,SI2,63.3,57.0,2398,5.73,3.6175949999999997,2.9585138175,1,3
0.55,Very Good,E,VVS2,60.4,56.0,2399,5.36,3.243480000000001,2.59825096,5,5
0.76,Ideal,I,SI1,61.6,54.0,2399,5.86,3.628240000000001,2.92237792,2,1
0.55,Ideal,G,IF,60.6,56.0,2399,5.31,3.2239200000000006,2.58577776,7,3
0.56,Ideal,G,IF,62.0,56.0,2399,5.33,3.2890999999999995,2.6719209999999998,7,3
0.7,Very Good,H,VS1,60.3,63.0,2399,5.77,3.46725,2.785030875,4,2
0.62,Premium,G,VVS2,59.2,59.0,2399,5.58,3.29744,2.62772224,5,3
0.7,Fair,F,VS1,55.9,62.0,2399,5.94,3.289715,2.5797053425,4,4
0.76,Premium,E,SI2,60.0,59.0,2399,5.94,3.5520000000000005,2.8476000000000004,1,5
0.76,Ideal,I,SI1,61.8,57.0,2399,5.89,3.621479999999999,2.93904732,2,1
0.71,Very Good,I,VVS2,59.5,60.0,2400,5.82,3.477775000000001,2.7660880625,5,1
0.7,Very Good,H,VS1,60.1,61.0,2400,5.74,3.4707749999999997,2.7678378875,4,2
0.7,Very Good,F,VS2,61.4,57.0,2400,5.73,3.527429999999999,2.84203101,3,4
0.7,Very Good,F,VS2,60.5,57.0,2400,5.74,3.487825000000001,2.7914170625000003,3,4
0.78,Ideal,I,VS2,60.9,57.0,2400,5.92,3.6205049999999996,2.9050837725,3,1
0.7,Very Good,F,VS2,62.2,56.0,2400,5.7,3.5578400000000014,2.8791882400000004,3,4
0.7,Very Good,F,VS2,62.4,59.0,2400,5.64,3.541200000000001,2.8645344,3,4
0.7,Very Good,F,VS2,62.9,56.0,2400,5.66,3.582155,2.9066577475,3,4
0.7,Very Good,F,VS2,60.3,59.0,2400,5.76,3.4823249999999994,2.7865609874999997,3,4
0.7,Very Good,F,VS2,62.1,58.0,2400,5.68,3.5397,2.86271685,3,4
0.7,Very Good,F,VS2,61.2,56.0,2400,5.72,3.519000000000001,2.827134,3,4
0.7,Very Good,F,VS2,58.9,57.0,2400,5.79,3.4279800000000007,2.71469511,3,4
0.58,Very Good,D,VVS2,63.0,56.0,2400,5.28,3.3484500000000006,2.71796175,5,6
0.71,Ideal,G,SI1,61.2,58.0,2400,5.77,3.5373599999999996,2.8480521599999995,2,3
0.8,Fair,G,SI2,67.1,56.0,2400,5.76,3.854894999999999,3.2257972724999995,1,3
0.58,Ideal,F,VS2,61.8,57.0,2401,5.39,3.3186599999999986,2.6909759399999995,3,4
0.72,Very Good,I,VS1,60.7,56.0,2401,5.78,3.520600000000001,2.8227321,4,1
0.7,Very Good,F,SI1,63.5,56.0,2401,5.58,3.5686999999999998,2.9047122499999998,2,4
0.78,Very Good,G,SI2,63.7,55.9,2401,5.82,3.716895000000001,3.0375010575000005,1,3
0.72,Very Good,E,SI2,62.2,59.0,2401,5.72,3.5796099999999997,2.89217871,1,5
0.7,Very Good,F,SI1,62.9,59.0,2401,5.62,3.550705,2.8841867225,2,4
0.7,Very Good,F,SI1,61.3,59.0,2401,5.68,3.50023,2.813740495,2,4
0.7,Good,F,SI1,61.6,65.0,2401,5.71,3.5019600000000013,2.8372836800000005,2,4
0.7,Good,F,SI1,57.2,63.0,2401,5.84,3.3490600000000015,2.6280711600000006,2,4
0.7,Premium,F,SI1,62.2,59.0,2401,5.69,3.5516200000000007,2.8741438200000005,2,4
0.7,Good,F,SI1,63.8,60.0,2401,5.6,3.582369999999999,2.92917603,2,4
0.7,Good,F,VS1,64.0,56.0,2401,5.6,3.5999999999999996,2.944,4,4
0.77,Ideal,F,SI2,61.7,56.0,2401,5.91,3.6618950000000012,2.9529296075,1,4
0.7,Ideal,F,SI1,61.8,55.0,2401,5.71,3.5411399999999995,2.8586022599999996,2,4
0.7,Very Good,F,SI1,59.8,59.0,2401,5.74,3.4504599999999996,2.7479475399999997,2,4
0.7,Ideal,D,SI2,60.3,56.0,2401,5.73,3.46725,2.772970875,1,6
0.7,Premium,F,SI1,61.9,59.0,2401,5.69,3.5283000000000007,2.8530638500000003,2,4
0.7,Good,F,SI1,63.2,57.0,2401,5.62,3.5707999999999993,2.9042928,2,4
0.72,Ideal,E,SI2,61.3,55.0,2401,5.75,3.5523349999999994,2.8511656774999996,1,5
0.78,Fair,G,SI2,64.9,55.2,2401,5.75,3.7544649999999997,3.0841988925,1,3
0.58,Ideal,F,VVS2,61.9,56.0,2401,5.38,3.3209349999999995,2.6929393824999996,5,4
0.73,Fair,G,VS2,60.1,65.0,2401,5.91,3.52186,2.83427393,3,3
0.71,Fair,H,VS1,66.4,62.0,2401,5.54,3.6619599999999997,3.05505072,4,2
0.71,Premium,H,VS1,61.7,56.0,2401,5.81,3.5415800000000006,2.88496243,4,2
0.58,Ideal,F,VVS2,62.5,56.0,2401,5.34,3.3218749999999986,2.7068359374999993,5,4
0.58,Premium,D,VS1,59.2,60.0,2401,5.46,3.2175200000000013,2.568545920000001,4,6
0.73,Very Good,G,SI1,61.5,59.0,2402,5.76,3.5577749999999995,2.8652158125,2,3
0.57,Ideal,F,VVS2,61.7,56.0,2402,5.31,3.2886099999999994,2.6526711849999995,5,4
0.65,Ideal,D,VS2,61.6,57.0,2402,5.55,3.431120000000001,2.7661849600000004,3,6
0.61,Very Good,G,VVS2,62.4,55.0,2403,5.44,3.4039200000000003,2.7593030400000003,5,3
0.7,Very Good,F,SI1,59.7,56.9,2403,5.73,3.4596149999999994,2.7431000775,2,4
0.76,Ideal,F,SI2,61.9,57.0,2403,5.87,3.6428149999999997,2.9442162425,1,4
0.81,Premium,F,SI1,59.4,60.0,2403,6.11,3.6174600000000003,2.88905562,2,4
0.71,Very Good,F,SI1,61.9,57.0,2404,5.72,3.5623449999999997,2.8728857774999996,2,4
0.72,Very Good,F,SI1,62.2,59.0,2404,5.72,3.5702799999999995,2.88927708,2,4
0.56,Ideal,E,VVS2,61.0,56.0,2404,5.32,3.2574000000000005,2.6161070000000004,5,5
0.63,Good,H,IF,59.3,62.0,2404,5.66,3.36824,2.67687316,7,2
0.76,Ideal,H,SI2,61.7,56.0,2404,5.88,3.62179,2.931302215,1,2
0.71,Ideal,E,SI1,61.9,56.0,2404,5.76,3.5499650000000003,2.8814341675,2,5
0.7,Very Good,I,VS1,61.4,57.0,2405,5.71,3.5151499999999993,2.8321210499999996,4,1
0.78,Very Good,H,SI2,62.6,59.0,2405,5.81,3.6495799999999994,2.9608485399999998,1,2
0.82,Premium,I,SI1,62.6,57.0,2405,5.98,3.7309599999999996,3.03953048,2,1
0.7,Ideal,E,SI2,60.6,56.0,2405,5.73,3.4875299999999996,2.79291159,1,5
0.7,Good,E,SI2,60.7,61.0,2405,5.69,3.4599,2.7769946500000002,1,5
0.72,Premium,G,VS2,62.3,59.0,2405,5.77,3.569790000000001,2.9093445850000004,3,3
0.65,Very Good,F,VS1,59.3,56.0,2406,5.64,3.3800999999999997,2.6744596499999997,4,4
0.7,Premium,H,VVS1,60.9,60.0,2406,5.76,3.492614999999999,2.8174212674999994,6,2
0.62,Ideal,F,VS1,62.0,54.0,2406,5.46,3.3975999999999997,2.745856,4,4
0.65,Good,E,VS2,57.8,61.2,2406,5.72,3.3235,2.6135715,3,5
0.65,Good,F,VS1,61.7,60.3,2406,5.53,3.4243500000000013,2.7624169750000003,4,4
0.7,Ideal,E,SI1,62.4,55.0,2407,5.69,3.534959999999999,2.87818752,2,5
0.7,Premium,E,SI1,61.9,59.0,2407,5.74,3.5282999999999998,2.8685388499999998,2,5
0.53,Ideal,D,VVS2,62.2,56.0,2407,5.19,3.2406200000000007,2.6219228200000004,5,6
0.53,Ideal,E,VVS1,61.7,57.0,2407,5.17,3.20223,2.582832955,6,5
0.7,Good,E,SI1,63.6,62.0,2407,5.6,3.552059999999999,2.9103550799999995,2,5
0.7,Very Good,F,SI1,60.3,59.0,2409,5.73,3.4823249999999994,2.7775159874999997,2,4
0.7,Very Good,F,SI1,61.1,57.0,2409,5.7,3.4918649999999998,2.8081147575,2,4
0.7,Very Good,D,SI1,61.0,59.0,2409,5.67,3.4678500000000003,2.78704425,2,6
0.7,Ideal,F,SI1,62.2,56.0,2409,5.68,3.53918,2.86716498,2,4
0.7,Ideal,F,SI1,62.1,55.0,2409,5.68,3.5397,2.86271685,2,4
0.7,Good,F,SI1,58.7,60.0,2409,5.75,3.3928600000000007,2.6834294100000005,2,4
0.73,Very Good,E,SI2,63.3,57.0,2409,5.72,3.6112650000000004,2.9533453725000003,1,5
0.8,Premium,H,SI2,61.6,59.0,2409,5.92,3.62824,2.94085792,1,2
0.71,Premium,F,SI2,59.6,59.0,2409,5.79,3.4389199999999986,2.7502181599999993,1,4
0.73,Premium,E,SI2,60.8,60.0,2409,5.87,3.5416,2.8611264,1,5
0.72,Ideal,H,SI2,61.3,55.0,2410,5.78,3.5523350000000002,2.8603606775,1,2
0.74,Ideal,F,SI2,61.6,55.0,2410,5.81,3.5974399999999997,2.8974915199999995,1,4
0.7,Ideal,F,SI1,62.6,55.0,2410,5.67,3.5588099999999994,2.88861753,2,4
0.71,Premium,E,SI2,59.0,60.0,2410,5.9,3.472149999999999,2.7647842499999995,1,5
0.61,Very Good,G,IF,63.0,58.0,2411,5.36,3.3988500000000004,2.75903775,7,3
0.7,Good,F,SI2,64.1,59.0,2411,5.58,3.5607549999999986,2.929611977499999,1,4
0.7,Very Good,I,VS1,63.1,57.0,2411,5.67,3.552529999999999,2.9097082149999998,4,1
0.6,Ideal,G,VVS2,61.6,55.0,2413,5.44,3.3602800000000004,2.7104862400000003,5,3
0.8,Very Good,I,VS2,63.3,55.0,2414,5.88,3.737865,3.0440542725,3,1
0.81,Fair,I,VS2,64.6,59.0,2414,5.83,3.750029999999999,3.094349689999999,3,1
0.7,Ideal,G,SI1,61.9,56.0,2414,5.66,3.5190149999999996,2.8409051425,2,3
0.72,Fair,D,VS2,65.4,56.0,2414,5.68,3.688559999999999,3.0635191199999996,3,6
0.7,Premium,F,SI1,60.8,58.0,2415,5.78,3.5020800000000003,2.8217523200000003,2,4
0.74,Premium,F,SI1,60.7,59.0,2415,5.85,3.5418450000000004,2.8504249575,2,4
0.7,Fair,H,VS1,65.8,56.0,2415,5.54,3.62887,3.01655823,4,2
0.7,Ideal,G,SI1,60.9,57.0,2415,5.79,3.5200199999999997,2.83490109,2,3
0.7,Very Good,I,VVS2,63.4,59.0,2415,5.6,3.540889999999999,2.8976621299999996,5,1
0.7,Very Good,I,VVS2,63.3,55.0,2415,5.67,3.570120000000001,2.9244979800000004,5,1
0.7,Good,E,VS2,64.2,60.0,2415,5.64,3.6016199999999996,2.9665600199999997,3,5
0.7,Very Good,I,VVS2,60.1,63.0,2415,5.81,3.4707750000000006,2.7888728875,5,1
0.7,Ideal,F,SI1,62.0,55.0,2415,5.72,3.5401999999999996,2.870662,2,4
0.7,Premium,E,VS2,63.0,61.0,2415,5.64,3.512249999999999,2.88295875,3,5
0.7,Good,F,VS2,63.9,53.0,2415,5.65,3.597570000000001,2.9545986150000005,3,4
0.7,Premium,D,VS2,61.3,58.0,2415,5.72,3.4910349999999992,2.8231822275,3,6
0.7,Premium,G,SI1,62.6,60.0,2415,5.61,3.4993399999999992,2.8512234199999997,2,3
0.75,Premium,D,SI2,60.6,56.0,2415,5.94,3.5875200000000005,2.88683856,1,6
0.7,Premium,H,VS2,60.7,59.0,2415,5.68,3.4416899999999995,2.7684329149999996,3,2
0.7,Very Good,H,VS2,63.4,60.0,2415,5.61,3.550399999999999,2.9038467999999997,3,2
0.7,Premium,I,VVS2,62.4,61.0,2415,5.75,3.5412,2.8988544,5,1
